job_id,inspection_date,inspection_type,house_number,street_name,zip_code,borough,result,letter_type,observations,bbl,boro_code,block,lot,latitude,longitude,location,community_board,council_district,census_tract,bin,nta,x_coord,y_coord
PC8733407,2026-08-31T13:45:21.000,Compliance,3,WEST  137 STREET,10037,Manhattan,Failed for Rat Activity,Summons Issued,Droppings,1017350033,1,1735,33,40.814261318087,-73.937200871609,"{'latitude': '40.814261318087', 'longitude': '-73.937200871609', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10,9,212,1053917,Harlem (North),1001633,235943
PC8584373,2026-08-31T13:52:00.000,Treatments,1148,PACIFIC STREET,11216,Brooklyn,Bait applied,,,3012050018,3,1205,18,40.67809620422,-73.954094096293,"{'latitude': '40.67809620422', 'longitude': '-73.954094096293', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",8,35,221,3029959,Crown Heights (North),,
PC8761441,2026-08-31T13:53:26.000,Compliance,3408,GLENWOOD ROAD,11210,Brooklyn,Failed for Rat Activity and Other Reason,Summons Issued,"Droppings, Burrows, Garbage, Harborage",3075620041,3,7562,41,40.634232743318,-73.94371923493,"{'latitude': '40.634232743318', 'longitude': '-73.94371923493', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",17,45,784,3427371,East Flatbush-Farragut,999871,170352
PC8755914,2026-08-31T13:54:21.000,Initial,2252,5 AVENUE,10037,Manhattan,Failed for Rat Activity and Other Reason,COTA,"Droppings, Burrows, Gnawing, Garbage",1017350034,1,1735,34,40.814134744381,-73.936626577186,"{'latitude': '40.814134744381', 'longitude': '-73.936626577186', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10,9,212,1053918,Harlem (North),1001791,235896
PC8767595,2026-08-31T13:56:53.000,Initial,1458,BROOKLYN AVENUE,11210,Brooklyn,Failed for Rat Activity,COTA,"Droppings, Burrows",3049990037,3,4999,37,40.637641093954,-73.942372401677,"{'latitude': '40.637641093954', 'longitude': '-73.942372401677', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",17,45,782,3113884,East Flatbush-Farragut,1000244,171594
PC8739489,2026-08-31T13:58:06.000,Treatments,70,HART STREET,11206,Brooklyn,Bait applied,,,3017700044,3,1770,44,40.693077972241,-73.949442711802,"{'latitude': '40.693077972241', 'longitude': '-73.949442711802', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,36,253,3049273,Bedford-Stuyvesant (West),,
PC8758927,2026-08-31T13:58:17.000,Compliance,1121,BERGEN STREET,11216,Brooklyn,Failed for Rat Activity,Summons Issued,Burrows,3012130066,3,1213,66,40.676021547137,-73.948558007353,"{'latitude': '40.676021547137', 'longitude': '-73.948558007353', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",8,36,315,3030388,Crown Heights (North),,
PC8753149,2026-08-31T14:02:27.000,Compliance,1420,BROOKLYN AVENUE,11210,Brooklyn,Failed for Rat Activity and Other Reason,Summons Issued,"Droppings, Burrows, Garbage",3049810050,3,4981,50,40.638275172877,-73.942440311086,"{'latitude': '40.638275172877', 'longitude': '-73.942440311086', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",17,45,782,3327344,East Flatbush-Farragut,1000225,171825
PC8769363,2026-08-31T14:04:52.000,Initial,1047,THOMAS S BOYLAND STREET,11212,Brooklyn,Failed for Rat Activity,COTA,Burrows,3036330013,3,3633,13,40.654917757905,-73.909881652153,"{'latitude': '40.654917757905', 'longitude': '-73.909881652153', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",16,42,922,3082928,Brownsville,1009255,177896
PC8759409,2026-08-31T14:05:07.000,Compliance,280,PARKSIDE AVENUE,11226,Brooklyn,Failed for Rat Activity,Summons Issued,"Droppings, Burrows",3050550024,3,5055,24,40.655678716344,-73.958993075054,"{'latitude': '40.655678716344', 'longitude': '-73.958993075054', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",9,40,79601,3115954,Prospect Lefferts Gardens-Wingate,995628,178163
PC8759274,2026-08-31T14:06:55.000,Compliance,1131,BERGEN STREET,11216,Brooklyn,Failed for Rat Activity,Summons Issued,"Droppings, Runways",3012130061,3,1213,61,40.676004945419,-73.948262397331,"{'latitude': '40.676004945419', 'longitude': '-73.948262397331', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",8,36,315,3030384,Crown Heights (North),,
PC8759276,2026-08-31T14:14:16.000,Compliance,1095,BERGEN STREET,11216,Brooklyn,Failed for Rat Activity,Summons Issued,Burrows,3012130078,3,1213,78,40.676063059259,-73.949322269168,"{'latitude': '40.676063059259', 'longitude': '-73.949322269168', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",8,36,315,3030395,Crown Heights (North),,
PC8465759,2026-08-31T14:14:52.000,Compliance,3001,FOSTER AVENUE,11210,Brooklyn,Failed for Rat Activity and Other Reason,Summons Issued,"Droppings, Burrows, Harborage",3049640050,3,4964,50,40.63861823027,-73.948100530412,"{'latitude': '40.63861823027', 'longitude': '-73.948100530412', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",17,45,830,3112333,East Flatbush-Farragut,998654,171949
PC8775534,2026-08-31T14:19:00.000,Initial,1055,COLLEGE AVENUE,10456,Bronx,Failed for Rat Activity,COTA,"Droppings, Runways",2024370022,2,2437,22,40.829815298571,-73.915111118431,"{'latitude': '40.829815298571', 'longitude': '-73.915111118431', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,16,175,2002391,Concourse-Concourse Village,,
PC8754226,2026-08-31T14:21:17.000,Compliance,1238,ROGERS AVENUE,11226,Brooklyn,Failed for Rat Activity,Summons Issued,Burrows,3052130044,3,5213,44,40.639478745693,-73.951285066128,"{'latitude': '40.639478745693', 'longitude': '-73.951285066128', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",17,45,79002,3120412,East Flatbush-Erasmus,997770,172262
PC8750701,2026-08-31T14:25:15.000,Compliance,760,ROGERS AVENUE,11226,Brooklyn,Failed for Rat Activity and Other Reason,Summons Issued,"Burrows, Harborage",3050840061,3,5084,61,40.652632326857,-73.952691752896,"{'latitude': '40.652632326857', 'longitude': '-73.952691752896', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",17,40,822,3116659,East Flatbush-Erasmus,997377,177054
PC8775533,2026-08-31T14:28:00.000,Initial,280,EAST 166 STREET,10456,Bronx,Failed for Rat Activity and Other Reason,COTA,"Droppings, Burrows, Runways, Garbage, Harborage",2024370020,2,2437,20,40.830364326245,-73.915218821884,"{'latitude': '40.830364326245', 'longitude': '-73.915218821884', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,16,175,2002390,Concourse-Concourse Village,,
PC8750700,2026-08-31T14:28:00.000,Compliance,730,ROGERS AVENUE,11226,Brooklyn,Failed for Rat Activity,Summons Issued,Burrows,3050840061,3,5084,61,40.65332953204,-73.952766939057,"{'latitude': '40.65332953204', 'longitude': '-73.952766939057', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",17,40,822,3116659,East Flatbush-Erasmus,997356,177308
PC8677790,2026-08-31T14:28:54.000,Compliance,837,BUSHWICK AVENUE,11221,Brooklyn,Failed for Rat Activity and Other Reason,Summons Issued,"Droppings, Harborage",3032530003,3,3253,3,40.694399806629,-73.926950111859,"{'latitude': '40.694399806629', 'longitude': '-73.926950111859', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,34,395,3074033,Bushwick (East),,
PC8767225,2026-08-31T14:36:43.000,Initial,1119,LENOX ROAD,11212,Brooklyn,Failed for Rat Activity,COTA,"Droppings, Burrows, Gnawing, Rats",3046510046,3,4651,46,40.659033496851,-73.918991187122,"{'latitude': '40.659033496851', 'longitude': '-73.918991187122', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",17,41,890,3101252,East Flatbush-Remsen Village,1006726,179393
PC8674621,2026-08-31T14:37:34.000,Compliance,1068,MORRIS AVENUE,10456,Bronx,Failed for Rat Activity,Summons Issued,Burrows,2024370017,2,2437,17,40.82997789418,-73.916003452828,"{'latitude': '40.82997789418', 'longitude': '-73.916003452828', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,16,175,2002389,Concourse-Concourse Village,,
PC8750994,2026-08-31T14:39:43.000,Compliance,9327,KINGS HIGHWAY,11212,Brooklyn,Failed for Other Reason,Summons Issued,Harborage,3046480033,3,4648,33,40.657865498844,-73.920819927082,"{'latitude': '40.657865498844', 'longitude': '-73.920819927082', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",17,41,886,3323081,East Flatbush-Remsen Village,1006219,178967
PC8756028,2026-08-31T14:48:49.000,Compliance,435,EAST   92 STREET,11212,Brooklyn,Failed for Rat Activity and Other Reason,Summons Issued,"Droppings, Burrows, Garbage, Harborage",3046670046,3,4667,46,40.65560909668,-73.920541499488,"{'latitude': '40.65560909668', 'longitude': '-73.920541499488', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",17,41,886,3101778,East Flatbush-Remsen Village,1006297,178145
PC8768749,2026-08-31T14:55:06.000,Initial,443,PULASKI STREET,11221,Brooklyn,Failed for Rat Activity and Other Reason,COTA,"Droppings, Runways, Gnawing, Harborage",3015960064,3,1596,64,40.694255181516,-73.932824686348,"{'latitude': '40.694255181516', 'longitude': '-73.932824686348', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,36,287,3043146,Bedford-Stuyvesant (East),1002878,192222
PC8403649,2026-08-31T14:55:34.000,Compliance,291,EAST 162 STREET,10451,Bronx,Failed for Rat Activity,Summons Issued,Burrows,2024220052,2,2422,52,40.826223821661,-73.917012715284,"{'latitude': '40.826223821661', 'longitude': '-73.917012715284', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,16,173,2001980,Concourse-Concourse Village,,
PC8754482,2026-08-31T14:56:48.000,Compliance,260,HERKIMER STREET,11216,Brooklyn,Failed for Rat Activity,Summons Issued,Burrows,3018689028,3,1868,9028,40.679360175241,-73.944766210618,"{'latitude': '40.679360175241', 'longitude': '-73.944766210618', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,36,247,3339152,Bedford-Stuyvesant (West),999570,186793
PC8773170,2026-08-31T14:59:43.000,Initial,441,PULASKI STREET,11221,Brooklyn,Failed for Other Reason,,Harborage,3015960065,3,1596,65,40.694246989438,-73.932896817587,"{'latitude': '40.694246989438', 'longitude': '-73.932896817587', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,36,287,3000000,Bedford-Stuyvesant (East),,
PC8760567,2026-08-31T15:00:01.000,Initial,2108,HARRISON AVENUE,10453,Bronx,Failed for Rat Activity and Other Reason,COTA,"Burrows, Harborage",2032060035,2,3206,35,40.855838841486,-73.908849228101,"{'latitude': '40.855838841486', 'longitude': '-73.908849228101', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",5,14,251,2088428,University Heights (South)-Morris Heights,,
PC8770674,2026-08-31T15:04:54.000,Initial,1140,DEKALB AVENUE,11221,Brooklyn,Failed for Rat Activity,COTA,"Droppings, Burrows, Runways, Gnawing",3032410006,3,3241,6,40.694406685623,-73.929164284378,"{'latitude': '40.694406685623', 'longitude': '-73.929164284378', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,34,393,3073743,Bushwick (West),1003893,192278
PC8773171,2026-08-31T15:12:06.000,Initial,355,KOSCIUSZKO STREET,11221,Brooklyn,Failed for Rat Activity,COTA,"Droppings, Runways",3017820050,3,1782,50,40.691838690647,-73.940807245471,"{'latitude': '40.691838690647', 'longitude': '-73.940807245471', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,36,281,3392732,Bedford-Stuyvesant (East),,
PC8730629,2026-08-31T15:25:16.000,Compliance,292,EAST 166 STREET,10456,Bronx,Failed for Rat Activity and Other Reason,Summons Issued,"Droppings, Burrows, Harborage",2024330017,2,2433,17,40.830191009143,-73.914680625433,"{'latitude': '40.830191009143', 'longitude': '-73.914680625433', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,16,175,2002216,Concourse-Concourse Village,,
PC8768292,2026-08-31T16:00:41.000,Treatments,212,EAST 3 STREET,10009,Manhattan,Bait applied,,,1003850011,1,385,11,40.722495263601,-73.982582116051,"{'latitude': '40.722495263601', 'longitude': '-73.982582116051', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,2,2202,1000000,East Village,,
PC8720006,2026-08-31T17:20:14.000,Treatments,209,AVENUE B,10009,Manhattan,Bait applied,,,1003950008,1,395,8,40.728582488646,-73.978636961846,"{'latitude': '40.728582488646', 'longitude': '-73.978636961846', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,2,28,1000000,East Village,,
PC8439715,2026-09-01T08:32:00.000,Treatments,1352,BERGEN STREET,11213,Brooklyn,Bait applied,,,3012230031,3,1223,31,40.675531494842,-73.939873625126,"{'latitude': '40.675531494842', 'longitude': '-73.939873625126', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",8,36,311,3030827,Crown Heights (North),1000928,185399
PC8722620,2026-09-01T08:43:00.000,Compliance,43-15,CRESCENT STREET,11101,Queens,Failed for Rat Activity,Summons Issued,"Droppings, Burrows, Runways",4004340006,4,434,6,40.748667139789,-73.942322908372,"{'latitude': '40.748667139789', 'longitude': '-73.942322908372', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2,26,1902,4436807,Long Island City-Hunters Point,1000231,212044
PC8574669,2026-09-01T08:44:00.000,Treatments,140,WEST  112 STREET,10026,Manhattan,Bait applied,,,1018210059,1,1821,59,40.800199440268,-73.953344975441,"{'latitude': '40.800199440268', 'longitude': '-73.953344975441', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10,9,216,1054968,Harlem (South),997167,230817
PC8579084,2026-09-01T08:46:26.000,Treatments,757,MONROE STREET,11221,Brooklyn,Bait applied,,,3016380079,3,1638,79,40.688283913266,-73.926113075039,"{'latitude': '40.688283913266', 'longitude': '-73.926113075039', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,41,385,3044757,Bedford-Stuyvesant (East),,
PC8567857,2026-09-01T08:57:11.000,Treatments,1020,CARROLL PLACE,10456,Bronx,Bait applied,,,2024550048,2,2455,48,40.83015878364,-73.919468611068,"{'latitude': '40.83015878364', 'longitude': '-73.919468611068', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,16,18301,2002721,Concourse-Concourse Village,,
PC8697047,2026-09-01T08:57:58.000,Treatments,45,ST NICHOLAS AVENUE,10026,Manhattan,Bait applied,,,1018220015,1,1822,15,40.800199089277,-73.952488953249,"{'latitude': '40.800199089277', 'longitude': '-73.952488953249', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10,9,216,1054981,Harlem (South),,
PC8680666,2026-09-01T09:00:06.000,Treatments,155,WEST  195 STREET,10468,Bronx,Bait applied,,,2032490176,2,3249,176,40.870512208663,-73.902215839673,"{'latitude': '40.870512208663', 'longitude': '-73.902215839673', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",8,14,26702,2015370,Kingsbridge Heights-Van Cortlandt Village,1011294,256446
PC8465759,2026-09-01T09:00:41.000,Treatments,3001,FOSTER AVENUE,11210,Brooklyn,Bait applied,,,3049640050,3,4964,50,40.63861823027,-73.948100530412,"{'latitude': '40.63861823027', 'longitude': '-73.948100530412', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",17,45,830,3112333,East Flatbush-Farragut,998654,171949
PC8362597,2026-09-01T09:01:37.000,Treatments,724,MONROE STREET,11221,Brooklyn,Bait applied,,,3016420036,3,1642,36,40.688059998831,-73.927930653341,"{'latitude': '40.688059998831', 'longitude': '-73.927930653341', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,36,385,3414262,Bedford-Stuyvesant (East),,
PC8772032,2026-09-01T09:04:08.000,Initial,625,FRANKLIN AVENUE,11238,Brooklyn,Failed for Other Reason,COTA,Harborage,3012110004,3,1211,4,40.67707575681,-73.955641438651,"{'latitude': '40.67707575681', 'longitude': '-73.955641438651', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",8,35,221,3030242,Crown Heights (North),,
PC8771220,2026-09-01T09:07:56.000,Initial,1442,BEDFORD AVENUE,11216,Brooklyn,Failed for Rat Activity,COTA,Runways,3012310053,3,1231,53,40.673924067153,-73.9539023067,"{'latitude': '40.673924067153', 'longitude': '-73.9539023067', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",8,35,221,3031135,Crown Heights (North),,
PC8610855,2026-09-01T09:09:48.000,Treatments,113,WEST  113 STREET,10026,Manhattan,Bait applied,,,1018230023,1,1823,23,40.800421156622,-73.951871155624,"{'latitude': '40.800421156622', 'longitude': '-73.951871155624', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10,9,216,1055010,Harlem (South),997575,230898
PC8726915,2026-09-01T09:10:14.000,Treatments,310,WEST 94 STREET,10025,Manhattan,Bait applied,,,1012520065,1,1252,65,40.794131985006,-73.974625052201,"{'latitude': '40.794131985006', 'longitude': '-73.974625052201', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",7,6,179,1034139,Upper West Side (Central),,
